model,dimension,rep,steps,nfp,nfapf,npf,nIter,numMhAccepts,kl,covdiv,meandiv,entropydiv,histPerLoc,sampType,runtime,errorType
finkel,25,2,5,100,2000,10000,10,5272,4.811267293747287,1.7355921710525328,3.7071183843109745,-0.631443261616221,4,sampled..uniform,0.304284575,,1.2210315934022662
finkel,25,2,6,100,2000,10000,10,5190,9.867333226523147,3.5131588433708636,7.413209298509984,-1.0590349153577023,4,sampled..uniform,0.3353038,,1.731023171039804
finkel,25,2,7,100,2000,10000,10,7350,15.855449181672538,11.841893474081532,5.2098076080788545,-1.1962519004878482,4,sampled..uniform,0.302057715,,2.8890083746726973
finkel,25,2,8,100,2000,10000,10,12403,28558714908086675e11,28558714908086675e11,4.697480886798623,-5.730147711462364,4,sampled..uniform,0.302520504,,9.945421155928697
finkel,25,2,9,100,2000,10000,10,15652,26855527226493096e28,26855527226493096e28,3.4672007972682017,-20.065298501763458,4,sampled..uniform,0.459173646,,38.512461091158634
finkel,25,2,10,100,2000,10000,10,14667,13397390540326552e11,13397390540326552e11,7.3368836050805815,-14.808991993594946,4,sampled..uniform,0.249429773,,145.22058474736093
finkel,25,2,2,100,2000,10000,10,5089,0.5232551940573296,0.38852484107355495,0.20527608514322926,-0.07054573215945462,6,sampled..uniform,0.284042059,,1.2888033353485953
finkel,25,2,3,100,2000,10000,10,5338,1.126949866578132,1.0629934401516303,0.5314728552174193,-0.46751642879091754,6,sampled..uniform,0.295546098,,1.359424630576954
finkel,25,2,4,100,2000,10000,10,4931,2.115200937421789,1.5551988844834257,1.1561600187881451,-0.596157965849782,6,sampled..uniform,0.277758711,,1.6842947285159398
finkel,25,2,5,100,2000,10000,10,5402,3.695917619516672,2.0771345050807613,2.3092664210542955,-0.690483306618385,6,sampled..uniform,0.304296569,,1.279878345815205
finkel,25,2,6,100,2000,10000,10,5232,27.084869040788774,4.665536355186186,23.319405390533287,-0.9000727049307005,6,sampled..uniform,0.275487821,,1.7802556305477528
finkel,25,2,7,100,2000,10000,10,6847,7860213924405378e12,7860213924405378e12,6.314855066266092,-5.204159521180857,6,sampled..uniform,0.304172105,,2.0506603832118606
finkel,25,2,8,100,2000,10000,10,11934,50676039816963735e9,50676039816963735e9,3.880615382964403,-9.423084950116563,6,sampled..uniform,0.524463792,,7.991679846941573
finkel,25,2,9,100,2000,10000,10,16426,1652353887958418e11,1652353887958418e11,3.185462143615417,-10.383392780718129,6,sampled..uniform,0.335266304,,33.290502801265895
finkel,25,2,10,100,2000,10000,10,13855,,,,,6,sampled..uniform,0.279046242,SingularException
finkel,25,2,2,100,2000,10000,50,10237,0.4897347320489051,0.21208706595460758,0.20273194431856784,0.0749157217757297,1,sampled..uniform,1.023682791,,1.3331222653582526
finkel,25,2,3,100,2000,10000,50,7591,1.1974886095393247,0.6813624543203053,0.6226367851687167,-0.10651062994969715,1,sampled..uniform,0.968465232,,1.4804865067378532
finkel,25,2,4,100,2000,10000,50,6128,2.1786405136899054,1.3395927240197447,1.259649194868453,-0.4206014051982928,1,sampled..uniform,0.782149177,,1.8337427731843936
finkel,25,2,5,100,2000,10000,50,6396,4.035505727848279,1.4107948911499562,2.9933129947792785,-0.36860215808095464,1,sampled..uniform,0.721360947,,1.4442391906897694
finkel,25,2,6,100,2000,10000,50,5982,12.52893705545781,3.035049554939514,10.282031283648267,-0.788143783129972,1,sampled..uniform,0.880858033,,1.8816892459369186
finkel,25,2,7,100,2000,10000,50,9623,2829677012785936e14,2829677012785936e14,5.847138855919461,-5.312463779209451,1,sampled..uniform,0.697449541,,2.5356854047408275
finkel,25,2,8,100,2000,10000,50,40830,213.53129271064915,211.51508817900674,4.073123607809389,-2.0569190761669796,1,sampled..uniform,0.681708468,,9.93513789346051
finkel,25,2,9,100,2000,10000,50,77650,730385666045536e12,730385666045536e12,3.40468049983942,-10.16080877201564,1,sampled..uniform,0.630211312,,38.8203075584093
finkel,25,2,10,100,2000,10000,50,65890,,,,,1,sampled..uniform,0.547048842,SingularException
finkel,25,2,2,100,2000,10000,50,10393,0.4860294224885178,0.13137974724359455,0.20712541952049676,0.1475242557244265,2,sampled..uniform,0.71952,,1.410251812154331
finkel,25,2,3,100,2000,10000,50,8283,1.2060370545408863,0.5768549814951671,0.689305081704923,-0.06012300865920363,2,sampled..uniform,0.677197565,,1.7330593754640535
finkel,25,2,4,100,2000,10000,50,6709,2.1218237071960977,1.0461409937889594,1.4090810043204423,-0.33339829091330375,2,sampled..uniform,0.752723785,,1.9289829387882056
finkel,25,2,5,100,2000,10000,50,6142,3.4234104746543075,1.6394922207017675,2.2597054344644114,-0.4757871805118724,2,sampled..uniform,0.896278585,,1.4640312034652476
finkel,25,2,6,100,2000,10000,50,5846,10.28447488875388,3.496355947848845,7.7127029754900205,-0.9245840345849845,2,sampled..uniform,0.608616227,,2.208353953277307
finkel,25,2,7,100,2000,10000,50,10462,15.414558694667248,8.712518015759402,7.821173459533805,-1.1191327806259599,2,sampled..uniform,0.770846008,,2.9675894356512775
finkel,25,2,8,100,2000,10000,50,40466,128.36576566668484,126.21816446661343,4.206789841042338,-2.059188640970951,2,sampled..uniform,0.769589105,,10.741855417630857
finkel,25,2,9,100,2000,10000,50,72733,5582873240812606e11,5582873240812606e11,4.1966355805950055,-13.392600580334038,2,sampled..uniform,0.556562707,,39.403569740624924
finkel,25,2,10,100,2000,10000,50,60724,,,,,2,sampled..uniform,0.49618398,SingularException
finkel,25,2,2,100,2000,10000,50,10326,0.634171297854307,0.42849754057697764,0.25158372266900575,-0.04590996539167635,4,sampled..uniform,0.655650451,,1.3261549301992295
finkel,25,2,3,100,2000,10000,50,7159,1.0313480774025576,0.895820655809268,0.4125719502225677,-0.2770445286292778,4,sampled..uniform,0.661783384,,1.398350841186595
finkel,25,2,4,100,2000,10000,50,6166,1.928361588898165,1.5560888852997388,0.9218291957705371,-0.5495564921721112,4,sampled..uniform,0.948522438,,1.9059889688270646
finkel,25,2,5,100,2000,10000,50,6386,3.625025210683641,1.8157157420101444,2.4466058653072813,-0.6372963966337843,4,sampled..uniform,0.66825495,,1.4155415668640432
finkel,25,2,6,100,2000,10000,50,5946,8.083884905249043,4.134958781659296,4.887884545734757,-0.9389584221450111,4,sampled..uniform,0.74945026,,1.68994283788278
finkel,25,2,7,100,2000,10000,50,10855,22.836854788276888,16.863561550015714,7.108576817493409,-1.1352835792322367,4,sampled..uniform,0.732316006,,3.282981825399724
finkel,25,2,8,100,2000,10000,50,45288,8810282160458118e11,8810282160458118e11,4.92604664420482,-5.415834796121003,4,sampled..uniform,0.666195456,,11.753580239195815
finkel,25,2,9,100,2000,10000,50,77567,1822863954100668e13,1822863954100668e13,3.319730000232584,-13.866777938770124,4,sampled..uniform,0.642726471,,38.63598715895543
finkel,25,2,10,100,2000,10000,50,70078,3073922151592494e11,3073922151592494e11,5.827074797895488,-11.161895610851046,4,sampled..uniform,0.563364343,,156.29958245714081
finkel,25,2,2,100,2000,10000,50,10155,0.4085454326598543,0.18030148999034454,0.16115630677094933,0.0670876358985604,6,sampled..uniform,0.667764548,,1.319049519567625
finkel,25,2,3,100,2000,10000,50,6913,1.1268020458143106,0.7614632813862745,0.6144972318539441,-0.2491584674259079,6,sampled..uniform,0.923337471,,1.4711622563050966
finkel,25,2,4,100,2000,10000,50,6037,2.085413364964056,1.348976828928438,1.2291279191724105,-0.49269138313679306,6,sampled..uniform,0.660547086,,1.6301359177663999
finkel,25,2,5,100,2000,10000,50,6356,3.9245664099036004,1.505486846185166,2.9532649272803315,-0.5341853635618983,6,sampled..uniform,0.633515227,,1.3219082218648714
finkel,25,2,6,100,2000,10000,50,6049,8.13319537237928,3.9970627366170732,5.052012090343017,-0.9158794545808098,6,sampled..uniform,0.640737136,,2.00767732006524
finkel,25,2,7,100,2000,10000,50,9533,14.504473229649165,9.009181895946641,6.539087996548098,-1.0437966628455742,6,sampled..uniform,0.64133313,,2.84761308215021
finkel,25,2,8,100,2000,10000,50,39070,59005609314228654e10,59005609314228654e10,4.051243571004393,-5.54262157853813,6,sampled..uniform,0.60116377,,9.876410960809098
finkel,25,2,9,100,2000,10000,50,78879,18419035275268243e12,18419035275268243e12,3.5343652093457925,-10.015437528086494,6,sampled..uniform,0.572113406,,38.88267665098933
finkel,25,2,10,100,2000,10000,50,66079,,,,,6,sampled..uniform,0.522905784,SingularException
finkel,25,2,2,100,2000,10000,200,14048,0.6931354485437341,0.07125191056146113,0.3503281406869135,0.2715553972953594,1,sampled..uniform,2.424386816,,1.524054023559406
finkel,25,2,3,100,2000,10000,200,8184,1.5186719052210593,0.7335028827114617,0.8627496396199495,-0.07758061711035202,1,sampled..uniform,2.123437973,,1.760515272545963
finkel,25,2,4,100,2000,10000,200,6878,2.115697291328135,1.0021459312357115,1.4801183891327736,-0.3665670290403498,1,sampled..uniform,2.106113321,,1.8600070949923708
finkel,25,2,5,100,2000,10000,200,6756,3.8142525003146925,1.4180543697484227,2.719618952608719,-0.32342082204244854,1,sampled..uniform,2.160760476,,1.4619417030933752
finkel,25,2,6,100,2000,10000,200,6173,12.846455897915883,2.9699411127284416,10.690127438422557,-0.8136126532351151,1,sampled..uniform,1.991573756,,1.9634919275989813
finkel,25,2,7,100,2000,10000,200,9319,14.452749289994607,5.416219756550107,10.125108162089735,-1.0885786286452386,1,sampled..uniform,1.90312839,,2.5269396498930767
finkel,25,2,8,100,2000,10000,200,79571,4462299204388542e12,4462299204388542e12,8.190075882150355,-5.586113425264416,1,sampled..uniform,1.76184375,,9.036685260420665
finkel,25,2,9,100,2000,10000,200,253354,616.86747989078,614.9079665002816,5.2429149820383945,-3.283401591539935,1,sampled..uniform,1.736404543,,35.52638281629117
finkel,25,2,10,100,2000,10000,200,236743,,,,,1,sampled..uniform,1.653524122,SingularException
finkel,25,2,2,100,2000,10000,200,14273,0.7446809725002658,0.019507396160820728,0.40538604965826436,0.3197875266811806,2,sampled..uniform,2.139045992,,1.5456824966223544
finkel,25,2,3,100,2000,10000,200,7649,1.216333684871988,0.41788808488188406,0.7793250598734104,0.019120540116693778,2,sampled..uniform,2.05192304,,1.6882772336227134
finkel,25,2,4,100,2000,10000,200,6716,2.192942390214677,1.14120358936813,1.3329445359163197,-0.2812057350697725,2,sampled..uniform,2.209258149,,1.9122208321586607
finkel,25,2,5,100,2000,10000,200,7736,4.637568570046196,1.0965033083427027,3.8433078810259778,-0.30224261932248436,2,sampled..uniform,2.222661309,,1.5091228892106268
finkel,25,2,6,100,2000,10000,200,6239,14.293494105337325,2.107453895873603,12.823944675119245,-0.6379044656555221,2,sampled..uniform,1.849022105,,1.789207558691062
finkel,25,2,7,100,2000,10000,200,9547,17.566372982724467,9.229017884509837,9.430642930610672,-1.0932878323960489,2,sampled..uniform,1.788603285,,2.3875233072129336
finkel,25,2,8,100,2000,10000,200,90903,51.09964745973248,48.42220599647049,4.637135263610472,-1.9596938003484896,2,sampled..uniform,1.771264914,,9.390297147844072
finkel,25,2,9,100,2000,10000,200,232720,,,,,2,sampled..uniform,1.955746995,SingularException
finkel,25,2,10,100,2000,10000,200,249931,,,,,2,sampled..uniform,1.571456419,SingularException
finkel,25,2,2,100,2000,10000,200,14234,0.6693865183408059,0.08856163524650632,0.34009814996772686,0.24072673312657256,4,sampled..uniform,2.049981228,,1.4897360857593798
finkel,25,2,3,100,2000,10000,200,8281,1.34714476951684,0.5250095111967641,0.8441450323236424,-0.02200977400356665,4,sampled..uniform,2.061896691,,1.6540424897882549
finkel,25,2,4,100,2000,10000,200,6495,2.0549326276439244,1.0991162905334335,1.2641686344104541,-0.3083522972999633,4,sampled..uniform,2.091860779,,1.87857989176569
finkel,25,2,5,100,2000,10000,200,6648,3.8543917267385943,1.496494722222187,2.7982004818595807,-0.44030347734317393,4,sampled..uniform,2.227971192,,1.3935563215031226
finkel,25,2,6,100,2000,10000,200,6364,15.026135087073325,2.306586897618559,13.25998947744333,-0.5404412879885645,4,sampled..uniform,1.914906167,,1.9964115539082679
finkel,25,2,7,100,2000,10000,200,9707,23.125775774607263,3.005420962859056,20.837333654352186,-0.7169788426039823,4,sampled..uniform,1.913029913,,2.512412622259412
finkel,25,2,8,100,2000,10000,200,75702,134.30274136343044,126.22435070347032,9.80803063448398,-1.729639974523838,4,sampled..uniform,2.037624107,,8.363616548204856
finkel,25,2,9,100,2000,10000,200,270424,2708469212395238e12,2708469212395238e12,5.362042721283813,-10.282560411991087,4,sampled..uniform,1.84280928,,33.8523308843123
finkel,25,2,10,100,2000,10000,200,213437,-4020543937892829e26,-4020543937892829e26,8.994124407463564,-18.083411616462122,4,sampled..uniform,1.280762748,,132.3302136420766
finkel,25,2,2,100,2000,10000,200,14338,0.6154332777317708,-0.00850524155140514,0.32200497401787465,0.3019335452653013,6,sampled..uniform,3.077839232,,1.581856662671502
finkel,25,2,3,100,2000,10000,200,7967,1.1985833662133092,0.4336861510147564,0.7450015749090215,0.019895640289531245,6,sampled..uniform,2.07234927,,1.7468537898061605
finkel,25,2,4,100,2000,10000,200,6749,2.122880146007917,1.0247450070944268,1.3939559093449914,-0.29582077043150146,6,sampled..uniform,2.125922707,,2.0187340025115974
finkel,25,2,5,100,2000,10000,200,6916,4.051711896080846,1.230678105500227,3.114840331182015,-0.2938065406013956,6,sampled..uniform,2.240832028,,1.5205079418683995
finkel,25,2,6,100,2000,10000,200,6262,9.084190902647853,2.7145407733494373,6.989012677424678,-0.6193625481262656,6,sampled..uniform,1.957190954,,1.6303829787643591
finkel,25,2,7,100,2000,10000,200,11432,24.17992650133822,19.186253117687293,6.105572279377493,-1.1118988957265645,6,sampled..uniform,2.175303212,,3.441233339808576
finkel,25,2,8,100,2000,10000,200,100769,298.36317106488593,297.18464445977446,3.2695989666059684,-2.0910723614944557,6,sampled..uniform,1.888637601,,12.553343289971787
finkel,25,2,9,100,2000,10000,200,232688,-1789239339616948e45,-1789239339616948e45,3.63018611660154,-5.919343645548736,6,sampled..uniform,1.861998359,,38.78406190835312
finkel,25,2,10,100,2000,10000,200,230444,,,,,6,sampled..uniform,1.297803687,SingularException
finkel,25,2,2,100,2000,10000,800,18769,0.7733136031939095,0.06975031011137839,0.4132623464879213,0.29030094659460987,1,sampled..uniform,7.700958559,,1.624864163222918
finkel,25,2,3,100,2000,10000,800,8639,1.2692906882768653,0.42787365482468354,0.7900295623997524,0.05138747105242895,1,sampled..uniform,7.602883786,,1.7820353007944651
finkel,25,2,4,100,2000,10000,800,7213,1.9617333522218707,0.6901564416186494,1.4087122895464415,-0.1371353789432203,1,sampled..uniform,7.782832337,,2.106952979278225
finkel,25,2,5,100,2000,10000,800,6966,3.898778085043323,1.1750347606122027,2.998177442114902,-0.2744341176837822,1,sampled..uniform,8.100044544,,1.5253677704078799
finkel,25,2,6,100,2000,10000,800,6508,8.945714276311893,3.5967559791260264,6.107097257347832,-0.7581389601619658,1,sampled..uniform,8.37006059,,2.002676695601582
finkel,25,2,7,100,2000,10000,800,10559,15.680596291659242,11.878983347319208,4.786834000373194,-0.9852210560331588,1,sampled..uniform,7.31138169,,3.187993993508726
finkel,25,2,8,100,2000,10000,800,224360,57.362707071651215,54.60632184732984,4.425841725233035,-1.6694565009116709,1,sampled..uniform,6.555128528,,11.071152742775164
finkel,25,2,9,100,2000,10000,800,780092,1082783298832848e12,1082783298832848e12,4.605618308657265,-9.874492682361,1,sampled..uniform,6.468517628,,40.029848714085986
finkel,25,2,10,100,2000,10000,800,844439,,,,,1,sampled..uniform,5.348024118,SingularException
finkel,25,2,2,100,2000,10000,800,19153,0.9363733017844764,-0.05489182298060985,0.5979048961132627,0.3933602286518234,2,sampled..uniform,7.813235296,,1.6627498990421339
finkel,25,2,3,100,2000,10000,800,8073,1.2235881380579532,0.47395101064876294,0.6791865689307819,0.07045055847840832,2,sampled..uniform,7.682807722,,1.7130193279267436
finkel,25,2,4,100,2000,10000,800,7389,2.031378973541026,0.907218014998098,1.244467677739986,-0.12030671919705777,2,sampled..uniform,7.592938802,,1.9512057793522897
finkel,25,2,5,100,2000,10000,800,6970,3.4451065449279947,1.3190729701832122,2.3701894068606015,-0.24415583211581937,2,sampled..uniform,8.066349141,,1.5049404779802293
finkel,25,2,6,100,2000,10000,800,6713,10.554911012137245,2.0859848119165436,8.884076155496455,-0.41514995527575166,2,sampled..uniform,7.602628473,,2.0255306203587637
finkel,25,2,7,100,2000,10000,800,11359,15.623241148977176,8.318758487397108,8.209019603671873,-0.9045369420918076,2,sampled..uniform,7.322601565,,3.5385266183753386
finkel,25,2,8,100,2000,10000,800,224018,14570772912289115e11,14570772912289115e11,8.011444949965234,-5.349093864925702,2,sampled..uniform,6.978179099,,11.496194425140475
finkel,25,2,9,100,2000,10000,800,787830,45888745864179117e11,45888745864179117e11,5.751781794784478,-9.948296721946654,2,sampled..uniform,6.219865097,,41.759102320376606
finkel,25,2,10,100,2000,10000,800,808065,14724712323576514e11,14724712323576514e11,5.778657141438236,-14.751521402944789,2,sampled..uniform,5.972671969,,162.81233537673364
finkel,25,2,2,100,2000,10000,800,18928,0.9404229864973325,-0.05039642025177113,0.5940614664640067,0.39675794028509687,4,sampled..uniform,7.845732389,,1.703215182747107
finkel,25,2,3,100,2000,10000,800,10270,1.3282677274497023,0.19131331338761767,0.8780322239465901,0.2589221901154944,4,sampled..uniform,8.808750676,,1.9592728882027544
finkel,25,2,4,100,2000,10000,800,6909,2.2588201748944083,0.8809558221878233,1.4592573676386864,-0.08139301493210127,4,sampled..uniform,8.511318805,,2.032277048533359
finkel,25,2,5,100,2000,10000,800,7560,4.206049054409047,1.1265380860147698,3.175511074132049,-0.0960001057377714,4,sampled..uniform,7.741876454,,1.6559823025120985
finkel,25,2,6,100,2000,10000,800,6505,13.031359855794026,2.2579596887099083,11.391991536027794,-0.6185913689436736,4,sampled..uniform,7.730577448,,2.0482851239223976
finkel,25,2,7,100,2000,10000,800,10534,20.9025940823511,15.328859998249913,6.584696190627456,-1.010962106526261,4,sampled..uniform,7.175367882,,2.317474654427463
finkel,25,2,8,100,2000,10000,800,201162,56.539885738011186,50.046967001503205,8.160604408085279,-1.667685671577289,4,sampled..uniform,6.836917652,,9.943495916514292
finkel,25,2,9,100,2000,10000,800,756321,8638261354755228e11,8638261354755228e11,4.848586329289125,-9.847453406414697,4,sampled..uniform,6.301123942,,36.88033470781958
finkel,25,2,10,100,2000,10000,800,813620,2609018189495156e13,2609018189495156e13,11.01200107238581,-11.468627097568499,4,sampled..uniform,5.337695521,,151.51382594733815
finkel,25,2,2,100,2000,10000,800,19493,1.2477158065009553,-0.1151858857000265,0.865145773400735,0.4977559188002466,6,sampled..uniform,8.124008388,,1.8474707478513965
finkel,25,2,3,100,2000,10000,800,7959,1.353730388153218,0.3202375857900565,0.9276294396198747,0.10586336274328667,6,sampled..uniform,7.930449731,,1.7652267617696273
finkel,25,2,4,100,2000,10000,800,8191,2.2509792933024517,0.4959956006448766,1.6879634147838118,0.0670202778737632,6,sampled..uniform,7.757614679,,2.5287497279715048
finkel,25,2,5,100,2000,10000,800,7279,3.887239234927049,1.1207186080154756,2.914854861521334,-0.14833423460975992,6,sampled..uniform,8.372334531,,1.686891176048995
finkel,25,2,6,100,2000,10000,800,6303,10.58174104669511,2.4617712532740947,8.790937876142142,-0.6709680827211261,6,sampled..uniform,7.509717216,,1.7239228692735775
finkel,25,2,7,100,2000,10000,800,12806,22.259606377927206,16.926009435664614,6.277812560661631,-0.944215618399037,6,sampled..uniform,7.403425679,,2.767091323525396
finkel,25,2,8,100,2000,10000,800,253622,114.92236914304954,109.48895146332872,7.165411033817122,-1.7319933540963166,6,sampled..uniform,6.844255274,,10.41452887501927
finkel,25,2,9,100,2000,10000,800,748921,3715011271906155e11,3715011271906155e11,4.990636746173702,-9.756175507843587,6,sampled..uniform,5.952070761,,38.9117390047777
finkel,25,2,10,100,2000,10000,800,841208,33966087455877787e26,33966087455877787e26,8.699684653558311,-17.00452707742576,6,sampled..uniform,4.838638586,,157.23886626197768
ideal,25,3,1,100,2000,10000,0,0,0.05284170500697607,0.061474751760023705,0.012263298915688793,-0.020896345668736417,0,none,,,2.6557748587655543
particle,25,3,1,100,2000,10000,0,0,0.0004105520464264742,-0.003678633326768155,0.00011053133083468256,0.003978654042359947,0,none,,,2.6684281668927805
franken,25,3,1,100,2000,10000,0,0,0.0027680715678098217,-0.016802708210937933,0.0008782635815247249,0.018692516197223032,0,none,,,2.6828825899497297
ideal,25,3,2,100,2000,10000,0,0,0.07965932481438454,0.16816636010778144,0.029665162575897547,-0.11817219786929443,0,none,,,1.5230599640903484
particle,25,3,2,100,2000,10000,0,0,2.620474391341504,-0.7219703911837655,2.128523389241122,1.213921393284147,0,none,0.150207384,,3.578185798853911
franken,25,3,2,100,2000,10000,0,0,2.6921224414826113,-0.7291264048128252,2.18413513555541,1.2371137107400267,0,none,0.030130888,,3.5939157334186658
ideal,25,3,3,100,2000,10000,0,0,0.055552878118751786,0.010390459948600606,0.03666320290859913,0.00849921526155205,0,none,,,2.2249056434590786
particle,25,3,3,100,2000,10000,0,0,5.353639025830237,-0.35168558052841586,4.906413231109907,0.7989113752487453,0,none,0.172267048,,4.516644854528945
franken,25,3,3,100,2000,10000,0,0,6.690844286482751,-0.37078820321965955,6.2465606782473815,0.815071811455029,0,none,0.02327208,,4.693170666884497
ideal,25,3,4,100,2000,10000,0,0,0.07355540197942266,0.039612243149609205,0.049479961226908196,-0.015536802397094743,0,none,,,3.7607795434861746
particle,25,3,4,100,2000,10000,0,0,9.718534772522542,0.23508928204799537,9.180541237905688,0.3029042525688613,0,none,0.147903285,,5.450242125042519
franken,25,3,4,100,2000,10000,0,0,5.891589368387092,-0.19643994629596523,5.401209217178522,0.6868200975045353,0,none,0.199698188,,4.278067988349208
ideal,25,3,5,100,2000,10000,0,0,0.10129553051198813,0.06458370081187118,0.07263146516871671,-0.03591963546859975,0,none,,,5.948659057607698
particle,25,3,5,100,2000,10000,0,0,11.607725773119443,0.5173313606755205,10.988447550552715,0.1019468618912049,0,none,0.099616725,,5.537239607541229
franken,25,3,5,100,2000,10000,0,0,11.368585181849598,-0.13466567535773102,10.836510013287318,0.6667408439200133,0,none,0.023647079,,3.9916182336571824
ideal,25,3,6,100,2000,10000,0,0,0.12124214073739492,0.034738217623561635,0.1066128362603216,-0.020108913146488328,0,none,,,8.93307162723572
particle,25,3,6,100,2000,10000,0,0,15.83682898003936,0.7366923769667624,15.14654933070499,-0.04641272763239243,0,none,0.100822902,,8.152247968490332
franken,25,3,6,100,2000,10000,0,0,14.228611854955203,-0.05562047524387104,13.672904964119802,0.6113273660792703,0,none,0.021584534,,5.797894358891065
ideal,25,3,7,100,2000,10000,0,0,0.06962271727540117,0.05243839352623386,0.03821931180673527,-0.021034988057567962,0,none,,,26.588995504808718
particle,25,3,7,100,2000,10000,0,0,73.80139079983937,0.5851685186211065,73.12911057330024,0.08711170791802185,0,none,0.138972191,,20.7980094390583
franken,25,3,7,100,2000,10000,0,0,60.92692108795579,0.04532972807046359,60.34106700423672,0.5405243556486106,0,none,0.026359633,,12.349992778070629
ideal,25,3,8,100,2000,10000,0,0,0.1759764134172509,0.11175355064480291,0.13559770194565907,-0.0713748391732111,0,none,,,64.86872886479485
particle,25,3,8,100,2000,10000,0,0,105.28465659687272,1.0108201738767664,104.49333699118209,-0.21950056818613958,0,none,0.174089613,,42.38949976819034
franken,25,3,8,100,2000,10000,0,0,117.29313807761879,0.20471494062660467,116.66653622781884,0.421886909173345,0,none,0.023870988,,26.69238468678103
ideal,25,3,9,100,2000,10000,0,0,0.13677751324252252,0.15206470479888334,0.08787507810877115,-0.10316226966513199,0,none,,,150.1631517881397
particle,25,3,9,100,2000,10000,0,0,201.7640915169874,0.8987985520957018,201.01400690840322,-0.1487139435115197,0,none,0.179092903,,89.80165299861699
franken,25,3,9,100,2000,10000,0,0,258.0199446715217,0.3019916242941027,257.39225130980356,0.3257017374240441,0,none,0.024727853,,61.77658140749963
ideal,25,3,10,100,2000,10000,0,0,0.09283436104756976,0.04172973625458237,0.061960157814793464,-0.010855533021806066,0,none,,,366.84052914293983
particle,25,3,10,100,2000,10000,0,0,463.9229138598354,1.0412810354053588,463.10383118629466,-0.2221983618646534,0,none,0.073874348,,252.0024663124549
franken,25,3,10,100,2000,10000,0,0,536.2981803523838,0.5904516787693337,535.5804379393117,0.12729073430291699,0,none,0.027358921,,166.20151833584245
finkel,25,3,2,100,2000,10000,1,304,0.5065702658726285,0.7153337748873061,0.07324218812724965,-0.28200569714192714,1,sampled..uniform,0.199505228,,1.1944684037211046
finkel,25,3,3,100,2000,10000,1,404,2.043582205165147,1.9863492905462152,0.7674156864985618,-0.7101827718796303,1,sampled..uniform,0.216049355,,1.1275093361334685
finkel,25,3,4,100,2000,10000,1,493,2.7796441737185584,2.3574046307060232,1.3061230924482732,-0.8838835494357374,1,sampled..uniform,0.219410134,,1.0403684659435757
finkel,25,3,5,100,2000,10000,1,581,5.098027833395631,2.660729748233099,3.389633364865031,-0.9523352797024984,1,sampled..uniform,0.251892114,,0.9126314453970369
finkel,25,3,6,100,2000,10000,1,670,7.0712839505342355,3.649746205553955,4.639528505771542,-1.2179907607912626,1,sampled..uniform,0.220017284,,1.414689093631468
finkel,25,3,7,100,2000,10000,1,786,19.597133833626625,6.056996787562666,14.985405350115357,-1.4452683040513958,1,sampled..uniform,0.237680857,,2.5275534576168925
finkel,25,3,8,100,2000,10000,1,1000,7158705398027988e10,7158705398027988e10,7.840246442777806,-6.206211699651731,1,sampled..uniform,0.39287222,,5.980153595242146
finkel,25,3,9,100,2000,10000,1,1215,,,,,1,sampled..uniform,0.207982905,SingularException
finkel,25,3,10,100,2000,10000,1,1143,,,,,1,sampled..uniform,0.190733662,SingularException
finkel,25,3,2,100,2000,10000,1,299,0.5069491093065538,0.7932506835031945,0.07126241812949609,-0.35756399232613684,2,sampled..uniform,0.211995021,,1.1454994431166776
finkel,25,3,3,100,2000,10000,1,343,2.345616974738234,2.50579925227016,0.6252357325530576,-0.7854180100849844,2,sampled..uniform,0.205357851,,1.2838675712512293
finkel,25,3,4,100,2000,10000,1,473,2.6860872016397592,1.9346059001570832,1.5253065143166091,-0.7738252128339334,2,sampled..uniform,0.21211206,,1.028486827256515
finkel,25,3,5,100,2000,10000,1,588,5.253885792557724,2.393134468496592,3.7253822994501595,-0.8646309753890273,2,sampled..uniform,0.226100283,,0.8867149935135977
finkel,25,3,6,100,2000,10000,1,647,7.3444525317830545,3.1756883334606214,5.301608134857192,-1.1328439365347596,2,sampled..uniform,0.196752688,,1.21808146791043
finkel,25,3,7,100,2000,10000,1,821,20.140358729750005,4.258383795355174,17.312156317873796,-1.4301813834789625,2,sampled..uniform,0.464461309,,2.3912342679750394
finkel,25,3,8,100,2000,10000,1,999,37.60446243682232,31.15232788252003,8.719602680876717,-2.2674681265744363,2,sampled..uniform,0.283697096,,5.10886240097055
finkel,25,3,9,100,2000,10000,1,1135,27745319216124887e9,27745319216124887e9,3.855341253720624,-7.153915708541564,2,sampled..uniform,0.202416512,,21.410819804622857
finkel,25,3,10,100,2000,10000,1,1033,,,,,2,sampled..uniform,0.184788099,SingularException
finkel,25,3,2,100,2000,10000,1,290,0.4482295211154911,0.7018357157291797,0.06093146548876187,-0.3145376601024505,4,sampled..uniform,0.301228192,,1.1555747837028105
finkel,25,3,3,100,2000,10000,1,355,2.4821998058494885,2.393328677554208,0.7663704062236776,-0.6774992779283974,4,sampled..uniform,0.226064421,,1.424290161926527
finkel,25,3,4,100,2000,10000,1,493,2.5467253923653574,1.81769489452836,1.4889191361757312,-0.759888638338734,4,sampled..uniform,0.207624297,,1.0640346294456806
finkel,25,3,5,100,2000,10000,1,595,5.220450986487334,2.3886854629906358,3.72800016705615,-0.8962346435594526,4,sampled..uniform,0.203603712,,0.9194509896716972
